,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.298,289.03,21.4,70.71,46.05
1,1981,37.0,0.298,289.2,29.04,51.99,40.51
2,1981,38.0,0.294,288.87,35.54,41.34,38.44
3,1981,39.0,0.285,287.74,40.58,37.99,39.28
4,1981,40.0,0.272,285.96,43.25,40.04,41.65
5,1981,41.0,0.251,283.39,43.66,48.9,46.28
6,1981,42.0,0.223,280.11,41.62,62.4,52.01
7,1981,43.0,0.18600000000000003,276.19,35.13,75.19,55.16
8,1981,44.0,0.15,271.99,28.13,82.79,55.46
9,1981,45.0,0.12,267.35,21.68,88.35,55.01
10,1981,46.0,0.09699999999999999,263.6,19.05,90.77,54.91
11,1981,47.0,0.085,260.87,20.95,92.07,56.51
12,1981,48.0,0.077,258.86,23.36,92.21,57.79
13,1981,49.0,0.068,256.55,22.22,92.79,57.5
14,1981,50.0,0.062,254.76,19.38,93.26,56.32
15,1981,51.0,0.059000000000000004,253.93,21.9,92.75,57.32
16,1981,52.0,0.059000000000000004,254.38,25.06,88.69,56.87
17,1982,1.0,0.061,255.81,28.81,78.96,53.88
18,1982,2.0,0.064,258.24,34.77,67.16,50.97
19,1982,3.0,0.065,261.01,35.64,55.67,45.65
20,1982,4.0,0.065,263.59,33.28,46.8,40.04
21,1982,5.0,0.064,265.67,29.19,43.69,36.44
22,1982,6.0,0.067,267.11,27.13,43.15,35.14
23,1982,7.0,0.073,268.9,27.33,39.81,33.57
24,1982,8.0,0.084,271.32,31.42,35.05,33.23
25,1982,9.0,0.09699999999999999,273.54,34.85,32.21,33.53
26,1982,10.0,0.109,275.35,36.98,33.15,35.07
27,1982,11.0,0.12300000000000001,277.24,38.21,35.38,36.79
28,1982,12.0,0.135,279.21,36.32,40.97,38.65
29,1982,13.0,0.147,281.06,32.47,44.7,38.59
30,1982,14.0,0.158,282.85,25.93,48.18,37.05
31,1982,15.0,0.168,284.3,17.68,52.61,35.15
32,1982,16.0,0.184,285.64,11.99,58.88,35.44
33,1982,17.0,0.20600000000000002,287.08,9.73,65.22,37.47
34,1982,18.0,0.23399999999999999,288.45,10.95,68.3,39.63
35,1982,19.0,0.27699999999999997,289.88,18.62,67.85,43.24
36,1982,20.0,0.332,291.3,33.05,62.45,47.75
37,1982,21.0,0.373,292.08,40.84,61.36,51.1
38,1982,22.0,0.39899999999999997,292.41,44.63,60.44,52.54
39,1982,23.0,0.41100000000000003,292.54,45.1,59.01,52.06
