,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.191,295.73,32.69,74.9,53.79
1,1981,37.0,0.192,295.47,37.17,62.41,49.79
2,1981,38.0,0.192,294.76,42.21,53.78,47.99
3,1981,39.0,0.18899999999999997,293.46,46.87,47.68,47.27
4,1981,40.0,0.18600000000000003,291.58,49.75,43.4,46.58
5,1981,41.0,0.18100000000000002,289.13,51.33,41.05,46.19
6,1981,42.0,0.17300000000000001,286.18,51.36,41.81,46.59
7,1981,43.0,0.163,283.36,50.66,42.54,46.6
8,1981,44.0,0.147,280.18,46.34,41.38,43.86
9,1981,45.0,0.128,277.45,41.17,42.01,41.59
10,1981,46.0,0.111,275.12,36.91,42.3,39.61
11,1981,47.0,0.102,273.0,35.58,42.78,39.18
12,1981,48.0,0.095,271.22,36.12,41.43,38.77
13,1981,49.0,0.08900000000000001,270.12,37.0,38.09,37.54
14,1981,50.0,0.086,269.25,39.63,34.5,37.06
15,1981,51.0,0.085,268.71,42.76,30.96,36.86
16,1981,52.0,0.083,268.01,43.79,30.51,37.15
17,1982,1.0,0.079,267.92,43.33,29.71,36.52
18,1982,2.0,0.07400000000000001,267.83,42.28,28.6,35.44
19,1982,3.0,0.076,267.98,44.17,28.6,36.38
20,1982,4.0,0.077,268.75,45.15,28.16,36.66
21,1982,5.0,0.077,269.44,44.22,28.3,36.26
22,1982,6.0,0.077,270.8,41.94,29.01,35.48
23,1982,7.0,0.079,272.66,38.69,29.79,34.24
24,1982,8.0,0.083,274.57,36.82,30.67,33.74
25,1982,9.0,0.083,276.35,32.82,32.69,32.75
26,1982,10.0,0.086,278.3,29.76,34.46,32.11
27,1982,11.0,0.09699999999999999,280.68,31.32,32.82,32.07
28,1982,12.0,0.11199999999999999,283.33,33.72,31.23,32.48
29,1982,13.0,0.126,286.2,35.04,29.78,32.41
30,1982,14.0,0.139,288.47,34.43,31.03,32.73
31,1982,15.0,0.147,289.79,31.51,37.64,34.57
