,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.192,296.36,26.52,73.52,50.02
1,1981,37.0,0.191,296.02,31.32,60.96,46.14
2,1981,38.0,0.18899999999999997,295.19,37.89,52.08,44.99
3,1981,39.0,0.184,293.63,44.86,48.68,46.77
4,1981,40.0,0.17800000000000002,291.34,48.72,48.28,48.5
5,1981,41.0,0.168,288.28,49.04,50.01,49.52
6,1981,42.0,0.154,284.55,47.5,55.05,51.27
7,1981,43.0,0.136,280.88,44.97,56.73,50.85
8,1981,44.0,0.11599999999999999,276.69,39.91,57.42,48.66
9,1981,45.0,0.09699999999999999,272.19,35.41,62.81,49.11
10,1981,46.0,0.08199999999999999,268.11,32.78,67.48,50.13
11,1981,47.0,0.073,265.36,31.73,67.38,49.56
12,1981,48.0,0.067,263.36,31.79,63.61,47.7
13,1981,49.0,0.064,262.31,33.54,57.93,45.73
14,1981,50.0,0.062,261.65,37.12,53.26,45.19
15,1981,51.0,0.06,261.56,42.59,46.95,44.77
16,1981,52.0,0.059000000000000004,261.96,47.16,40.79,43.97
17,1982,1.0,0.055999999999999994,262.27,52.32,38.91,45.61
18,1982,2.0,0.053,262.89,51.85,35.01,43.43
19,1982,3.0,0.052000000000000005,263.78,51.81,32.0,41.91
20,1982,4.0,0.051,264.98,49.19,31.34,40.26
21,1982,5.0,0.049,265.84,43.77,34.11,38.94
22,1982,6.0,0.047,266.65,36.35,37.98,37.17
23,1982,7.0,0.045,267.94,28.65,41.32,34.99
24,1982,8.0,0.047,270.05,26.07,41.95,34.01
25,1982,9.0,0.048,272.25,23.24,42.36,32.8
26,1982,10.0,0.053,274.64,22.37,43.58,32.98
27,1982,11.0,0.064,277.23,25.52,42.9,34.21
28,1982,12.0,0.079,280.57,29.64,39.65,34.64
29,1982,13.0,0.098,284.21,33.97,36.03,35.0
30,1982,14.0,0.115,287.3,35.7,32.04,33.87
31,1982,15.0,0.13,289.33,35.45,32.99,34.22
32,1982,16.0,0.154,291.12,36.47,36.42,36.44
33,1982,17.0,0.183,292.83,37.58,43.61,40.6
34,1982,18.0,0.215,294.0,38.32,56.73,47.52
35,1982,19.0,0.25,295.32,38.78,65.85,52.31
36,1982,20.0,0.285,296.66,41.4,66.26,53.83
37,1982,21.0,0.317,297.75,46.85,66.63,56.74
38,1982,22.0,0.335,298.26,48.39,69.53,58.96
39,1982,23.0,0.33799999999999997,298.31,46.99,73.49,60.24
40,1982,24.0,0.33299999999999996,298.14,44.65,80.54,62.59
41,1982,25.0,0.322,298.12,40.02,86.26,63.14
42,1982,26.0,0.317,298.5,39.06,85.73,62.39
43,1982,27.0,0.307,298.75,36.36,84.22,60.29
44,1982,28.0,0.298,299.03,36.59,80.14,58.37
45,1982,29.0,0.294,299.45,39.97,75.73,57.85
46,1982,30.0,0.294,299.87,45.44,71.29,58.36
47,1982,31.0,0.28600000000000003,300.1,48.68,68.12,58.4
48,1982,32.0,0.276,300.56,49.8,62.72,56.26
49,1982,33.0,0.264,300.83,48.53,58.96,53.74
50,1982,34.0,0.253,300.98,47.18,55.19,51.18
51,1982,35.0,0.237,300.52,43.84,52.67,48.25
52,1982,36.0,0.22,299.44,40.68,48.8,44.74
53,1982,37.0,0.20199999999999999,298.18,36.73,42.96,39.84
54,1982,38.0,0.184,296.38,34.63,42.2,38.42
55,1982,39.0,0.165,294.58,32.66,41.13,36.9
56,1982,40.0,0.14300000000000002,292.42,27.7,39.77,33.73
57,1982,41.0,0.121,289.84,22.99,37.4,30.2
58,1982,42.0,0.105,287.36,21.65,32.36,27.01
59,1982,43.0,0.092,284.5,22.13,31.88,27.01
60,1982,44.0,0.08,281.8,21.82,28.27,25.05
61,1982,45.0,0.069,279.03,20.66,27.69,24.18
62,1982,46.0,0.059000000000000004,275.59,19.97,32.91,26.44
63,1982,47.0,0.052000000000000005,271.89,19.39,39.61,29.5
64,1982,48.0,0.045,267.74,17.89,46.99,32.44
65,1982,49.0,0.04,264.16,17.37,52.37,34.87
66,1982,50.0,0.037000000000000005,260.88,18.69,58.39,38.54
67,1982,51.0,0.036000000000000004,258.37,21.74,61.57,41.65
68,1982,52.0,0.035,257.11,23.93,61.22,42.58
69,1983,1.0,0.034,256.31,27.34,64.44,45.89
70,1983,2.0,0.033,255.85,27.89,65.07,46.48
71,1983,3.0,0.033,255.63,29.76,65.75,47.76
72,1983,4.0,0.033,255.73,29.93,68.5,49.22
73,1983,5.0,0.033,256.93,27.37,69.22,48.3
74,1983,6.0,0.031,257.73,22.63,72.23,47.43
75,1983,7.0,0.031,259.38,17.95,73.51,45.73
76,1983,8.0,0.034,261.96,16.98,71.36,44.17
77,1983,9.0,0.037000000000000005,265.21,16.2,68.01,42.11
78,1983,10.0,0.042,270.04,16.7,60.52,38.61
79,1983,11.0,0.051,275.93,19.36,47.74,33.55
80,1983,12.0,0.062,281.44,21.89,36.03,28.96
81,1983,13.0,0.08,286.35,26.24,27.27,26.75
82,1983,14.0,0.1,289.44,29.82,23.0,26.41
83,1983,15.0,0.122,291.87,32.18,21.38,26.78
84,1983,16.0,0.14400000000000002,293.61,32.78,23.66,28.22
85,1983,17.0,0.17,295.44,32.6,26.67,29.63
86,1983,18.0,0.2,297.39,32.33,29.54,30.94
87,1983,19.0,0.226,298.68,28.99,35.37,32.18
88,1983,20.0,0.24600000000000002,299.84,25.01,36.36,30.68
89,1983,21.0,0.259,300.89,20.77,37.5,29.14
90,1983,22.0,0.262,301.33,13.52,41.5,27.51
91,1983,23.0,0.258,301.18,7.21,46.99,27.1
