,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.363,288.25,39.21,66.56,52.89
1,1981,37.0,0.364,288.28,48.61,50.34,49.48
2,1981,38.0,0.358,288.0,52.23,39.87,46.05
3,1981,39.0,0.349,287.33,53.79,32.64,43.21
4,1981,40.0,0.33,286.25,50.21,29.9,40.05
5,1981,41.0,0.305,284.7,46.98,29.02,38.0
6,1981,42.0,0.27699999999999997,282.46,45.44,35.47,40.45
7,1981,43.0,0.243,279.34,42.67,45.43,44.05
8,1981,44.0,0.205,276.05,37.83,52.29,45.06
9,1981,45.0,0.161,272.61,28.5,56.85,42.67
10,1981,46.0,0.129,269.12,24.99,61.09,43.04
11,1981,47.0,0.11,265.68,25.99,66.71,46.35
12,1981,48.0,0.09699999999999999,262.84,27.21,71.39,49.3
13,1981,49.0,0.087,260.69,26.41,73.79,50.1
14,1981,50.0,0.08,258.19,26.97,76.72,51.84
15,1981,51.0,0.07400000000000001,256.11,28.18,79.12,53.65
16,1981,52.0,0.071,255.15,27.86,79.72,53.79
17,1982,1.0,0.07,255.79,27.63,78.38,53.0
18,1982,2.0,0.073,257.68,30.82,71.96,51.39
19,1982,3.0,0.077,259.75,33.88,64.97,49.42
20,1982,4.0,0.08,261.9,34.23,58.57,46.4
21,1982,5.0,0.08199999999999999,263.84,32.05,53.87,42.96
22,1982,6.0,0.083,265.41,29.69,51.25,40.47
23,1982,7.0,0.08900000000000001,267.1,30.04,48.41,39.22
24,1982,8.0,0.095,268.85,31.34,47.04,39.19
25,1982,9.0,0.10099999999999999,270.94,31.32,46.34,38.83
26,1982,10.0,0.10800000000000001,273.46,31.52,44.29,37.91
27,1982,11.0,0.11699999999999999,275.6,31.46,44.28,37.87
28,1982,12.0,0.129,277.57,31.71,46.79,39.25
29,1982,13.0,0.138,278.84,29.18,50.77,39.98
30,1982,14.0,0.147,279.42,24.5,58.92,41.71
31,1982,15.0,0.151,279.89,17.62,67.75,42.68
32,1982,16.0,0.16399999999999998,281.07,13.68,72.6,43.14
33,1982,17.0,0.187,282.77,12.8,72.57,42.69
34,1982,18.0,0.217,284.86,14.22,68.78,41.5
35,1982,19.0,0.265,287.5,20.49,56.2,38.35
36,1982,20.0,0.304,289.54,24.35,46.8,35.57
37,1982,21.0,0.33299999999999996,290.45,25.07,47.24,36.15
38,1982,22.0,0.35,290.68,22.33,50.22,36.27
39,1982,23.0,0.354,290.57,19.15,54.24,36.69
40,1982,24.0,0.359,290.48,17.7,57.83,37.77
41,1982,25.0,0.371,290.53,20.21,59.97,40.09
42,1982,26.0,0.377,290.67,20.46,61.98,41.22
43,1982,27.0,0.385,291.04,21.78,63.83,42.8
44,1982,28.0,0.386,291.34,23.98,65.48,44.73
45,1982,29.0,0.392,291.91,30.81,59.97,45.39
46,1982,30.0,0.395,292.25,33.97,57.1,45.54
47,1982,31.0,0.392,292.58,31.15,53.28,42.22
48,1982,32.0,0.396,293.1,32.88,44.96,38.92
49,1982,33.0,0.401,293.29,35.71,38.12,36.92
50,1982,34.0,0.396,293.04,35.78,35.82,35.8
51,1982,35.0,0.38799999999999996,292.86,38.49,29.19,33.84
52,1982,36.0,0.37799999999999995,292.74,43.39,19.53,31.46
53,1982,37.0,0.36,292.07,44.78,15.16,29.97
54,1982,38.0,0.345,290.9,44.25,13.13,28.69
55,1982,39.0,0.32299999999999995,289.37,40.33,13.92,27.13
56,1982,40.0,0.302,287.67,34.94,16.28,25.61
57,1982,41.0,0.28600000000000003,286.19,34.73,14.55,24.64
58,1982,42.0,0.273,284.73,40.27,15.49,27.88
59,1982,43.0,0.254,283.09,44.96,16.74,30.85
60,1982,44.0,0.231,281.35,48.23,15.47,31.85
61,1982,45.0,0.209,279.65,50.79,14.5,32.64
62,1982,46.0,0.185,277.87,50.96,15.94,33.45
63,1982,47.0,0.16,275.71,49.72,19.49,34.61
64,1982,48.0,0.138,273.47,47.07,24.1,35.58
65,1982,49.0,0.122,271.13,44.03,28.51,36.27
66,1982,50.0,0.106,268.63,41.18,31.98,36.58
67,1982,51.0,0.09,265.94,38.02,37.9,37.96
68,1982,52.0,0.079,264.47,33.6,41.96,37.78
69,1983,1.0,0.073,264.21,29.75,43.86,36.81
70,1983,2.0,0.073,265.34,31.69,40.41,36.05
71,1983,3.0,0.078,267.05,35.99,35.67,35.83
72,1983,4.0,0.08199999999999999,268.29,37.31,35.16,36.24
73,1983,5.0,0.085,268.77,34.91,38.65,36.78
74,1983,6.0,0.085,269.21,30.58,41.51,36.04
75,1983,7.0,0.086,270.34,28.15,41.23,34.69
76,1983,8.0,0.08900000000000001,271.89,27.43,41.08,34.25
77,1983,9.0,0.095,273.15,27.5,43.01,35.26
78,1983,10.0,0.102,274.85,27.53,42.59,35.06
79,1983,11.0,0.10800000000000001,276.04,26.71,45.41,36.06
80,1983,12.0,0.11800000000000001,277.12,26.77,51.53,39.15
81,1983,13.0,0.132,278.15,26.77,56.92,41.85
82,1983,14.0,0.151,279.36,26.69,60.89,43.79
83,1983,15.0,0.174,280.89,27.55,61.52,44.54
84,1983,16.0,0.201,282.63,29.2,61.14,45.17
85,1983,17.0,0.23199999999999998,284.32,30.98,61.03,46.01
86,1983,18.0,0.272,286.03,36.15,59.23,47.69
87,1983,19.0,0.311,287.38,40.27,57.65,48.96
88,1983,20.0,0.35,289.09,44.55,51.12,47.83
89,1983,21.0,0.377,289.96,45.21,51.41,48.31
90,1983,22.0,0.397,290.52,44.25,51.34,47.79
91,1983,23.0,0.409,290.81,44.02,51.78,47.9
92,1983,24.0,0.4,290.31,35.98,59.65,47.81
93,1983,25.0,0.396,290.38,30.98,61.94,46.46
94,1983,26.0,0.39299999999999996,290.57,26.66,64.11,45.38
95,1983,27.0,0.387,290.65,20.86,70.03,45.45
96,1983,28.0,0.366,290.36,13.26,79.24,46.25
97,1983,29.0,0.35,290.0,9.92,85.13,47.52
98,1983,30.0,0.341,289.93,8.59,86.15,47.37
99,1983,31.0,0.355,290.31,12.51,82.6,47.56
100,1983,32.0,0.37,290.87,18.85,74.9,46.88
101,1983,33.0,0.391,291.55,29.31,62.02,45.67
102,1983,34.0,0.41,291.85,41.46,51.87,46.66
103,1983,35.0,0.42,292.31,53.48,35.83,44.65
104,1983,36.0,0.41700000000000004,292.08,61.22,26.15,43.69
105,1983,37.0,0.39799999999999996,291.4,61.32,20.99,41.15
106,1983,38.0,0.382,290.7,60.18,14.7,37.44
107,1983,39.0,0.364,289.31,58.46,13.93,36.2
108,1983,40.0,0.33399999999999996,287.33,50.46,18.88,34.67
109,1983,41.0,0.3,285.24,42.53,23.36,32.94
110,1983,42.0,0.26,283.04,35.07,30.31,32.69
111,1983,43.0,0.218,280.94,28.26,33.32,30.79
112,1983,44.0,0.18,277.96,22.9,39.09,31.0
113,1983,45.0,0.15,274.85,20.57,43.32,31.95
114,1983,46.0,0.124,271.74,20.36,47.58,33.97
115,1983,47.0,0.10400000000000001,269.04,21.02,50.94,35.98
116,1983,48.0,0.086,267.49,20.24,50.82,35.53
117,1983,49.0,0.07200000000000001,265.85,17.24,51.46,34.35
118,1983,50.0,0.061,264.39,15.16,50.27,32.71
119,1983,51.0,0.057999999999999996,264.32,18.05,44.71,31.38
120,1983,52.0,0.061,264.24,21.85,42.58,32.22
121,1984,1.0,0.065,263.85,24.87,44.75,34.81
122,1984,2.0,0.065,263.11,26.22,48.57,37.4
