,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.244,291.61,19.94,82.23,51.08
1,1981,37.0,0.25,291.4,31.42,66.43,48.92
2,1981,38.0,0.254,290.75,43.65,54.65,49.15
3,1981,39.0,0.254,289.5,53.91,46.28,50.1
4,1981,40.0,0.249,287.54,62.42,42.35,52.39
5,1981,41.0,0.23800000000000002,284.82,68.53,44.76,56.65
6,1981,42.0,0.22,281.66,72.81,51.85,62.33
7,1981,43.0,0.19699999999999998,278.33,74.28,56.38,65.33
8,1981,44.0,0.168,274.71,70.1,56.26,63.18
9,1981,45.0,0.135,270.2,60.35,63.15,61.75
10,1981,46.0,0.11,266.14,53.81,67.08,60.44
11,1981,47.0,0.091,262.73,49.77,68.47,59.12
12,1981,48.0,0.079,260.21,49.0,69.83,59.41
13,1981,49.0,0.069,257.97,46.06,72.3,59.18
14,1981,50.0,0.063,256.36,46.99,70.76,58.87
15,1981,51.0,0.057,255.15,47.33,69.52,58.43
16,1981,52.0,0.049,254.76,46.37,66.55,56.46
17,1982,1.0,0.044000000000000004,255.31,46.66,61.44,54.05
18,1982,2.0,0.042,257.37,45.34,51.39,48.37
19,1982,3.0,0.040999999999999995,259.08,43.25,45.76,44.5
20,1982,4.0,0.039,260.68,41.6,41.89,41.74
21,1982,5.0,0.037000000000000005,261.76,37.0,41.55,39.27
22,1982,6.0,0.035,262.61,30.84,41.41,36.13
23,1982,7.0,0.035,264.26,26.19,38.87,32.53
24,1982,8.0,0.039,266.23,24.51,37.31,30.91
25,1982,9.0,0.043,268.15,23.93,37.03,30.48
26,1982,10.0,0.05,270.5,23.99,37.35,30.67
27,1982,11.0,0.064,273.53,27.15,36.09,31.62
28,1982,12.0,0.083,276.53,31.95,37.51,34.73
29,1982,13.0,0.09699999999999999,278.8,33.44,42.2,37.82
30,1982,14.0,0.106,280.58,31.14,48.1,39.62
31,1982,15.0,0.11599999999999999,281.99,25.52,57.43,41.47
32,1982,16.0,0.136,283.31,23.07,68.0,45.53
33,1982,17.0,0.165,284.99,22.81,80.26,51.53
34,1982,18.0,0.212,287.35,28.38,86.46,57.42
35,1982,19.0,0.27399999999999997,290.03,37.11,84.97,61.04
36,1982,20.0,0.326,292.13,43.08,81.96,62.52
37,1982,21.0,0.365,293.22,47.48,82.61,65.05
38,1982,22.0,0.387,293.64,47.19,83.21,65.2
39,1982,23.0,0.395,293.76,41.91,85.54,63.73
40,1982,24.0,0.39,293.48,30.88,91.33,61.11
41,1982,25.0,0.37799999999999995,293.3,21.55,94.89,58.22
42,1982,26.0,0.369,293.33,18.43,95.59,57.01
43,1982,27.0,0.358,293.48,15.81,94.5,55.15
44,1982,28.0,0.355,293.86,18.01,92.01,55.01
45,1982,29.0,0.354,294.21,23.02,91.92,57.47
46,1982,30.0,0.353,294.53,29.33,92.22,60.78
47,1982,31.0,0.35200000000000004,294.92,33.81,89.59,61.7
48,1982,32.0,0.348,295.32,37.34,83.91,60.63
49,1982,33.0,0.34600000000000003,295.52,43.84,78.11,60.98
