,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.256,295.67,44.57,67.26,55.91
1,1981,37.0,0.253,295.36,45.41,56.26,50.84
2,1981,38.0,0.24600000000000002,294.71,46.54,49.53,48.04
3,1981,39.0,0.23600000000000002,293.55,47.76,46.48,47.12
4,1981,40.0,0.22399999999999998,291.88,48.47,45.61,47.04
5,1981,41.0,0.20800000000000002,289.7,47.29,46.27,46.78
6,1981,42.0,0.18899999999999997,287.02,44.99,49.86,47.42
7,1981,43.0,0.168,283.93,41.9,53.28,47.59
8,1981,44.0,0.145,280.81,37.43,55.09,46.26
9,1981,45.0,0.128,278.24,34.9,54.95,44.93
10,1981,46.0,0.114,275.97,33.48,52.94,43.21
11,1981,47.0,0.10300000000000001,273.83,32.49,51.01,41.75
12,1981,48.0,0.09699999999999999,272.56,33.22,46.83,40.02
13,1981,49.0,0.094,271.99,35.35,41.81,38.58
14,1981,50.0,0.091,271.08,36.96,39.6,38.28
15,1981,51.0,0.086,270.24,37.29,38.24,37.77
16,1981,52.0,0.081,269.67,35.64,37.34,36.49
17,1982,1.0,0.076,269.58,33.3,36.44,34.87
18,1982,2.0,0.07,269.26,30.5,37.03,33.76
19,1982,3.0,0.066,269.06,28.49,38.33,33.41
20,1982,4.0,0.063,269.28,25.78,39.94,32.86
21,1982,5.0,0.064,270.09,25.43,39.25,32.34
22,1982,6.0,0.071,271.7,28.06,38.2,33.13
23,1982,7.0,0.078,273.9,30.89,36.69,33.79
24,1982,8.0,0.08800000000000001,276.15,34.06,34.46,34.26
25,1982,9.0,0.1,278.94,36.85,31.12,33.99
26,1982,10.0,0.11599999999999999,281.35,39.68,29.42,34.55
27,1982,11.0,0.138,283.45,43.57,27.81,35.69
28,1982,12.0,0.158,285.62,45.83,27.69,36.76
29,1982,13.0,0.179,287.53,45.89,31.91,38.9
30,1982,14.0,0.198,289.19,44.71,35.97,40.34
31,1982,15.0,0.217,290.75,43.44,37.89,40.66
32,1982,16.0,0.244,292.26,43.2,38.92,41.06
33,1982,17.0,0.27399999999999997,293.53,43.7,44.15,43.92
34,1982,18.0,0.308,294.43,46.54,51.02,48.78
35,1982,19.0,0.34,295.64,49.04,51.92,50.48
36,1982,20.0,0.358,296.9,49.08,49.71,49.39
37,1982,21.0,0.365,297.83,49.17,47.87,48.52
38,1982,22.0,0.36200000000000004,298.48,47.91,49.24,48.58
39,1982,23.0,0.35,298.87,45.26,53.44,49.35
40,1982,24.0,0.335,299.15,42.64,59.92,51.28
41,1982,25.0,0.319,299.25,39.99,68.77,54.38
42,1982,26.0,0.307,299.29,40.32,74.9,57.61
43,1982,27.0,0.294,299.2,40.47,78.33,59.4
44,1982,28.0,0.284,299.11,41.78,78.56,60.17
45,1982,29.0,0.284,299.06,46.26,76.89,61.57
46,1982,30.0,0.28600000000000003,299.12,51.1,73.86,62.48
47,1982,31.0,0.289,299.01,55.65,72.53,64.09
48,1982,32.0,0.293,299.02,59.7,70.06,64.88
49,1982,33.0,0.295,298.79,60.58,69.1,64.84
50,1982,34.0,0.298,298.57,60.3,66.99,63.64
51,1982,35.0,0.297,298.15,59.57,62.56,61.07
52,1982,36.0,0.29,297.39,57.79,55.25,56.52
53,1982,37.0,0.27899999999999997,296.51,55.23,49.05,52.14
54,1982,38.0,0.265,295.17,53.22,48.88,51.05
55,1982,39.0,0.249,293.89,51.83,47.62,49.72
56,1982,40.0,0.226,292.2,47.48,47.57,47.53
57,1982,41.0,0.201,290.08,42.12,48.28,45.2
58,1982,42.0,0.179,288.13,39.13,44.79,41.96
59,1982,43.0,0.155,285.71,35.97,43.12,39.54
60,1982,44.0,0.135,283.78,33.01,37.52,35.27
61,1982,45.0,0.11699999999999999,281.79,30.63,35.5,33.06
62,1982,46.0,0.1,279.1,27.94,37.35,32.64
63,1982,47.0,0.085,276.92,24.21,36.64,30.43
64,1982,48.0,0.07200000000000001,273.93,20.91,41.3,31.11
