,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.20800000000000002,294.46,23.27,67.57,45.42
1,1981,37.0,0.21100000000000002,293.86,31.95,55.76,43.85
2,1981,38.0,0.212,292.78,39.97,47.45,43.71
3,1981,39.0,0.21100000000000002,291.12,46.4,43.74,45.07
4,1981,40.0,0.207,288.88,50.97,44.65,47.81
5,1981,41.0,0.2,286.02,54.83,48.3,51.56
6,1981,42.0,0.19,282.78,58.33,52.78,55.55
7,1981,43.0,0.174,279.62,58.62,53.91,56.27
8,1981,44.0,0.149,275.89,54.2,52.49,53.35
9,1981,45.0,0.121,272.43,46.82,52.13,49.48
10,1981,46.0,0.1,269.42,42.87,52.71,47.79
11,1981,47.0,0.09,267.14,43.72,52.82,48.27
12,1981,48.0,0.081,265.52,45.06,51.81,48.43
13,1981,49.0,0.07,264.02,45.5,50.41,47.95
14,1981,50.0,0.066,262.87,47.61,47.23,47.42
15,1981,51.0,0.06,261.87,46.29,44.75,45.52
16,1981,52.0,0.051,260.96,39.93,44.33,42.13
17,1982,1.0,0.045,261.12,36.68,41.79,39.23
18,1982,2.0,0.040999999999999995,262.61,36.46,35.1,35.78
19,1982,3.0,0.040999999999999995,263.82,36.49,30.79,33.64
20,1982,4.0,0.038,264.71,33.46,28.66,31.06
21,1982,5.0,0.034,264.76,29.66,30.5,30.08
22,1982,6.0,0.033,265.5,26.5,32.88,29.69
23,1982,7.0,0.033,266.58,23.46,35.64,29.55
24,1982,8.0,0.035,267.64,22.5,39.09,30.79
25,1982,9.0,0.036000000000000004,268.9,20.89,43.95,32.42
26,1982,10.0,0.039,270.55,17.81,48.85,33.33
27,1982,11.0,0.052000000000000005,273.52,19.6,46.13,32.87
28,1982,12.0,0.067,277.3,22.67,42.61,32.64
29,1982,13.0,0.079,280.02,24.18,42.58,33.38
30,1982,14.0,0.08900000000000001,282.21,23.58,45.83,34.71
31,1982,15.0,0.098,283.7,20.43,56.82,38.62
32,1982,16.0,0.11800000000000001,285.36,20.38,69.83,45.11
33,1982,17.0,0.146,287.17,21.73,82.6,52.16
34,1982,18.0,0.184,289.66,25.97,85.71,55.84
35,1982,19.0,0.22699999999999998,292.27,29.27,83.82,56.54
36,1982,20.0,0.265,293.88,30.82,80.61,55.72
37,1982,21.0,0.295,294.53,30.86,81.58,56.22
38,1982,22.0,0.315,294.79,27.41,82.45,54.93
39,1982,23.0,0.324,294.53,20.79,85.74,53.27
40,1982,24.0,0.332,294.71,18.77,87.14,52.95
41,1982,25.0,0.336,294.7,20.47,90.88,55.68
42,1982,26.0,0.33799999999999997,294.62,23.38,93.28,58.33
43,1982,27.0,0.336,294.74,25.31,93.27,59.29
44,1982,28.0,0.335,294.94,30.03,91.68,60.86
45,1982,29.0,0.34,295.44,38.12,89.06,63.59
46,1982,30.0,0.33899999999999997,295.9,44.76,85.09,64.92
47,1982,31.0,0.332,296.39,47.72,79.13,63.42
48,1982,32.0,0.327,296.96,51.04,72.24,61.64
49,1982,33.0,0.321,297.24,55.09,68.01,61.55
50,1982,34.0,0.313,297.08,58.52,65.68,62.1
51,1982,35.0,0.305,296.81,64.02,58.99,61.51
52,1982,36.0,0.295,296.5,67.67,45.91,56.79
53,1982,37.0,0.278,295.71,66.82,34.81,50.82
54,1982,38.0,0.259,294.39,64.42,29.31,46.87
55,1982,39.0,0.235,292.74,58.66,26.3,42.48
56,1982,40.0,0.204,290.43,48.87,27.83,38.35
57,1982,41.0,0.172,287.69,40.46,30.6,35.53
58,1982,42.0,0.146,284.94,36.7,31.58,34.14
59,1982,43.0,0.127,282.4,35.77,31.57,33.67
60,1982,44.0,0.11199999999999999,280.36,35.29,23.16,29.22
61,1982,45.0,0.096,278.34,33.13,18.79,25.96
62,1982,46.0,0.081,275.75,31.22,20.83,26.03
63,1982,47.0,0.065,271.91,27.59,30.99,29.29
64,1982,48.0,0.054000000000000006,267.86,25.89,41.83,33.86
65,1982,49.0,0.047,264.29,25.88,49.19,37.54
66,1982,50.0,0.039,261.09,22.43,54.06,38.24
67,1982,51.0,0.036000000000000004,258.69,23.3,56.56,39.93
