,Year,Week,SMN,SMT,VCI,TCI,VHI
0,1981,36.0,0.319,289.87,39.47,72.45,55.96
1,1981,37.0,0.313,290.03,47.97,53.95,50.96
2,1981,38.0,0.302,289.67,50.23,44.79,47.51
3,1981,39.0,0.285,288.63,48.95,40.91,44.93
4,1981,40.0,0.262,286.88,45.66,41.83,43.75
5,1981,41.0,0.23399999999999999,284.32,42.17,45.92,44.05
6,1981,42.0,0.203,280.85,38.83,58.0,48.41
7,1981,43.0,0.168,276.21,34.44,72.16,53.3
8,1981,44.0,0.134,272.12,28.59,75.33,51.96
9,1981,45.0,0.10300000000000001,267.88,22.28,78.74,50.51
10,1981,46.0,0.081,263.3,20.23,81.91,51.07
11,1981,47.0,0.068,258.87,22.63,84.85,53.74
12,1981,48.0,0.059000000000000004,255.73,25.51,86.98,56.25
13,1981,49.0,0.051,254.29,24.58,86.3,55.44
14,1981,50.0,0.048,253.44,26.25,83.83,55.04
15,1981,51.0,0.046,253.22,30.97,78.32,54.65
16,1981,52.0,0.045,254.03,34.43,70.13,52.28
17,1982,1.0,0.045,256.19,38.16,59.38,48.77
18,1982,2.0,0.047,258.77,42.75,49.09,45.92
19,1982,3.0,0.045,260.25,43.44,43.56,43.5
20,1982,4.0,0.04,261.37,37.43,40.81,39.12
21,1982,5.0,0.037000000000000005,262.61,30.04,41.17,35.6
22,1982,6.0,0.035,263.47,24.65,42.49,33.57
23,1982,7.0,0.035,264.14,22.8,43.61,33.2
24,1982,8.0,0.037000000000000005,265.79,22.5,42.95,32.73
25,1982,9.0,0.038,267.78,21.73,43.87,32.8
26,1982,10.0,0.040999999999999995,270.26,20.93,43.98,32.46
27,1982,11.0,0.049,273.33,21.53,40.51,31.02
28,1982,12.0,0.063,276.55,22.84,39.21,31.03
29,1982,13.0,0.077,279.11,21.73,40.66,31.2
30,1982,14.0,0.09300000000000001,281.1,18.76,44.05,31.41
31,1982,15.0,0.10300000000000001,282.32,11.12,54.52,32.82
32,1982,16.0,0.12300000000000001,284.04,6.16,65.17,35.66
33,1982,17.0,0.152,286.3,4.88,69.61,37.25
34,1982,18.0,0.187,288.69,5.75,66.35,36.05
35,1982,19.0,0.23199999999999998,291.0,8.51,59.1,33.8
36,1982,20.0,0.27399999999999997,292.49,11.15,55.97,33.56
37,1982,21.0,0.314,293.12,14.15,58.36,36.25
38,1982,22.0,0.341,293.21,14.8,62.46,38.63
39,1982,23.0,0.353,292.78,13.56,69.03,41.3
40,1982,24.0,0.35700000000000004,292.54,11.42,72.89,42.16
41,1982,25.0,0.368,292.46,12.87,74.98,43.92
42,1982,26.0,0.37799999999999995,292.65,14.86,74.34,44.6
43,1982,27.0,0.387,293.16,19.0,70.19,44.6
44,1982,28.0,0.39,293.71,24.17,65.46,44.81
45,1982,29.0,0.397,294.38,35.17,59.12,47.15
46,1982,30.0,0.39899999999999997,294.98,43.68,52.03,47.86
47,1982,31.0,0.39,295.38,43.73,46.66,45.2
48,1982,32.0,0.381,295.58,43.23,42.69,42.96
49,1982,33.0,0.374,295.57,43.9,39.04,41.47
50,1982,34.0,0.36700000000000005,295.56,45.74,35.1,40.42
51,1982,35.0,0.355,295.24,47.72,32.23,39.98
52,1982,36.0,0.337,294.65,49.2,26.49,37.84
53,1982,37.0,0.314,293.71,48.1,22.36,35.23
54,1982,38.0,0.293,292.29,45.56,21.52,33.54
55,1982,39.0,0.27,290.55,41.28,22.73,32.01
56,1982,40.0,0.24600000000000002,288.61,36.88,23.83,30.35
57,1982,41.0,0.223,286.91,36.01,17.9,26.95
58,1982,42.0,0.205,285.23,39.53,16.31,27.92
59,1982,43.0,0.183,283.46,42.48,15.02,28.75
60,1982,44.0,0.16,281.42,43.83,13.68,28.75
61,1982,45.0,0.135,279.17,42.66,13.58,28.12
62,1982,46.0,0.113,277.21,41.37,14.07,27.72
63,1982,47.0,0.096,275.18,42.5,15.66,29.08
64,1982,48.0,0.083,272.89,43.14,19.05,31.09
65,1982,49.0,0.073,270.76,42.32,21.89,32.11
66,1982,50.0,0.064,268.64,40.27,23.58,31.92
67,1982,51.0,0.057999999999999996,266.02,42.01,27.57,34.79
68,1982,52.0,0.053,264.14,41.76,30.98,36.37
69,1983,1.0,0.049,263.4,41.79,31.39,36.59
70,1983,2.0,0.05,264.48,45.57,26.93,36.25
71,1983,3.0,0.053,266.35,52.39,20.21,36.3
72,1983,4.0,0.057,268.01,55.18,16.89,36.04
73,1983,5.0,0.057999999999999996,268.44,48.91,21.9,35.4
74,1983,6.0,0.055999999999999994,268.89,40.92,25.56,33.24
75,1983,7.0,0.057,270.51,38.61,24.26,31.44
76,1983,8.0,0.059000000000000004,271.53,36.6,25.95,31.27
77,1983,9.0,0.062,271.98,35.77,31.21,33.49
78,1983,10.0,0.069,273.26,36.48,34.82,35.65
79,1983,11.0,0.077,274.18,35.89,38.18,37.04
80,1983,12.0,0.092,275.32,36.8,44.33,40.57
81,1983,13.0,0.11199999999999999,276.67,38.01,50.46,44.24
82,1983,14.0,0.136,278.75,38.3,54.78,46.54
83,1983,15.0,0.171,282.38,41.24,53.34,47.29
84,1983,16.0,0.212,285.33,45.19,55.11,50.15
85,1983,17.0,0.258,287.92,50.07,55.79,52.93
86,1983,18.0,0.307,289.92,56.49,54.85,55.67
87,1983,19.0,0.353,291.43,60.81,54.53,57.67
88,1983,20.0,0.38799999999999996,293.19,62.77,48.86,55.81
89,1983,21.0,0.41,293.63,61.14,52.91,57.03
90,1983,22.0,0.424,293.83,58.44,55.98,57.21
91,1983,23.0,0.43,293.97,55.67,56.96,56.31
92,1983,24.0,0.418,293.15,45.3,66.44,55.87
93,1983,25.0,0.413,293.26,38.51,65.77,52.14
94,1983,26.0,0.409,293.77,33.73,60.83,47.28
95,1983,27.0,0.39899999999999997,293.59,26.63,64.71,45.67
96,1983,28.0,0.381,293.17,18.31,72.26,45.29
97,1983,29.0,0.365,292.63,15.79,80.68,48.23
98,1983,30.0,0.355,292.43,17.77,83.29,50.53
99,1983,31.0,0.361,292.71,26.54,79.84,53.19
100,1983,32.0,0.366,293.12,34.42,72.92,53.67
101,1983,33.0,0.371,293.77,42.66,60.99,51.83
102,1983,34.0,0.375,294.16,51.23,51.8,51.52
103,1983,35.0,0.376,294.52,60.46,40.09,50.27
104,1983,36.0,0.366,293.93,65.08,33.32,49.2
105,1983,37.0,0.344,292.64,63.88,31.48,47.68
106,1983,38.0,0.326,291.65,62.3,27.2,44.75
